"Zeitpunkt","Interventionsgruppe","Start.Sprache","Datum.Abgeschickt","Hindernisse","Arbeitssuche.carearbeit","Arbeitssuche.persprobleme","Arbeitssuche.keinestellen","Arbeitserfahrung","Arbeitssuche.weissgenau","Arbeitsidentitaet","Arbeit.stunden.tag","Weiblich","Sozial_N","Arbeitssuche.zweiwochen","Gesund","Sozialkompetenz","Selbstkompetenz","Grundkompetenz","Grundkompetenz.weg","Grundkompetenz.internet","Grundkompetenz.verstehen","Sozialarbeit","Vitality","Mastery","Sozial","Perspektive","d.erstumfrage","Einkommen.min50","Erwerbkorr.min50","Beschaeftigt.min50","fai.min50","Einkommenkorr.min50","Berechn_Nettobedarf.min50","Berechn_NettobedarfohneIZU.min50","Abgeloest.min50","Abgeloest.anderes.min50","Berechn_Brutto.min50","Weitereeink.min50","EFB.min50","Kosten.min50","Gesundheitskosten.min50","Einkommen.min49","Erwerbkorr.min49","Beschaeftigt.min49","fai.min49","Einkommenkorr.min49","Berechn_Nettobedarf.min49","Berechn_NettobedarfohneIZU.min49","Abgeloest.min49","Abgeloest.anderes.min49","Berechn_Brutto.min49","Weitereeink.min49","EFB.min49","Kosten.min49","Gesundheitskosten.min49","Einkommen.min48","Erwerbkorr.min48","Beschaeftigt.min48","fai.min48","Einkommenkorr.min48","Berechn_Nettobedarf.min48","Berechn_NettobedarfohneIZU.min48","Abgeloest.min48","Abgeloest.anderes.min48","Berechn_Brutto.min48","Weitereeink.min48","EFB.min48","Kosten.min48","Gesundheitskosten.min48","Einkommen.min47","Erwerbkorr.min47","Beschaeftigt.min47","fai.min47","Einkommenkorr.min47","Berechn_Nettobedarf.min47","Berechn_NettobedarfohneIZU.min47","Abgeloest.min47","Abgeloest.anderes.min47","Berechn_Brutto.min47","Weitereeink.min47","EFB.min47","Kosten.min47","Gesundheitskosten.min47","Einkommen.min46","Erwerbkorr.min46","Beschaeftigt.min46","fai.min46","Einkommenkorr.min46","Berechn_Nettobedarf.min46","Berechn_NettobedarfohneIZU.min46","Abgeloest.min46","Abgeloest.anderes.min46","Berechn_Brutto.min46","Weitereeink.min46","EFB.min46","Kosten.min46","Gesundheitskosten.min46","Einkommen.min45","Erwerbkorr.min45","Beschaeftigt.min45","fai.min45","Einkommenkorr.min45","Berechn_Nettobedarf.min45","Berechn_NettobedarfohneIZU.min45","Abgeloest.min45","Abgeloest.anderes.min45","Berechn_Brutto.min45","Weitereeink.min45","EFB.min45","Kosten.min45","Gesundheitskosten.min45","Einkommen.min44","Erwerbkorr.min44","Beschaeftigt.min44","fai.min44","Einkommenkorr.min44","Berechn_Nettobedarf.min44","Berechn_NettobedarfohneIZU.min44","Abgeloest.min44","Abgeloest.anderes.min44","Berechn_Brutto.min44","Weitereeink.min44","EFB.min44","Kosten.min44","Gesundheitskosten.min44","Einkommen.min43","Erwerbkorr.min43","Beschaeftigt.min43","fai.min43","Einkommenkorr.min43","Berechn_Nettobedarf.min43","Berechn_NettobedarfohneIZU.min43","Abgeloest.min43","Abgeloest.anderes.min43","Berechn_Brutto.min43","Weitereeink.min43","EFB.min43","Kosten.min43","Gesundheitskosten.min43","Einkommen.min42","Erwerbkorr.min42","Beschaeftigt.min42","fai.min42","Einkommenkorr.min42","Berechn_Nettobedarf.min42","Berechn_NettobedarfohneIZU.min42","Abgeloest.min42","Abgeloest.anderes.min42","Berechn_Brutto.min42","Weitereeink.min42","EFB.min42","Kosten.min42","Gesundheitskosten.min42","Einkommen.min41","Erwerbkorr.min41","Beschaeftigt.min41","fai.min41","Einkommenkorr.min41","Berechn_Nettobedarf.min41","Berechn_NettobedarfohneIZU.min41","Abgeloest.min41","Abgeloest.anderes.min41","Berechn_Brutto.min41","Weitereeink.min41","EFB.min41","Kosten.min41","Gesundheitskosten.min41","Einkommen.min40","Erwerbkorr.min40","Beschaeftigt.min40","fai.min40","Einkommenkorr.min40","Berechn_Nettobedarf.min40","Berechn_NettobedarfohneIZU.min40","Abgeloest.min40","Abgeloest.anderes.min40","Berechn_Brutto.min40","Weitereeink.min40","EFB.min40","Kosten.min40","Gesundheitskosten.min40","Einkommen.min39","Erwerbkorr.min39","Beschaeftigt.min39","fai.min39","Einkommenkorr.min39","Berechn_Nettobedarf.min39","Berechn_NettobedarfohneIZU.min39","Abgeloest.min39","Abgeloest.anderes.min39","Berechn_Brutto.min39","Weitereeink.min39","EFB.min39","Kosten.min39","Gesundheitskosten.min39","Einkommen.min38","Erwerbkorr.min38","Beschaeftigt.min38","fai.min38","Einkommenkorr.min38","Berechn_Nettobedarf.min38","Berechn_NettobedarfohneIZU.min38","Abgeloest.min38","Abgeloest.anderes.min38","Berechn_Brutto.min38","Weitereeink.min38","EFB.min38","Kosten.min38","Gesundheitskosten.min38","Einkommen.min37","Erwerbkorr.min37","Beschaeftigt.min37","fai.min37","Einkommenkorr.min37","Berechn_Nettobedarf.min37","Berechn_NettobedarfohneIZU.min37","Abgeloest.min37","Abgeloest.anderes.min37","Berechn_Brutto.min37","Weitereeink.min37","EFB.min37","Kosten.min37","Gesundheitskosten.min37","Einkommen.min36","Erwerbkorr.min36","Beschaeftigt.min36","fai.min36","Einkommenkorr.min36","Berechn_Nettobedarf.min36","Berechn_NettobedarfohneIZU.min36","Abgeloest.min36","Abgeloest.anderes.min36","Berechn_Brutto.min36","Weitereeink.min36","EFB.min36","Kosten.min36","Gesundheitskosten.min36","Einkommen.min35","Erwerbkorr.min35","Beschaeftigt.min35","fai.min35","Einkommenkorr.min35","Berechn_Nettobedarf.min35","Berechn_NettobedarfohneIZU.min35","Abgeloest.min35","Abgeloest.anderes.min35","Berechn_Brutto.min35","Weitereeink.min35","EFB.min35","Kosten.min35","Gesundheitskosten.min35","Einkommen.min34","Erwerbkorr.min34","Beschaeftigt.min34","fai.min34","Einkommenkorr.min34","Berechn_Nettobedarf.min34","Berechn_NettobedarfohneIZU.min34","Abgeloest.min34","Abgeloest.anderes.min34","Berechn_Brutto.min34","Weitereeink.min34","EFB.min34","Kosten.min34","Gesundheitskosten.min34","Einkommen.min33","Erwerbkorr.min33","Beschaeftigt.min33","fai.min33","Einkommenkorr.min33","Berechn_Nettobedarf.min33","Berechn_NettobedarfohneIZU.min33","Abgeloest.min33","Abgeloest.anderes.min33","Berechn_Brutto.min33","Weitereeink.min33","EFB.min33","Kosten.min33","Gesundheitskosten.min33","Einkommen.min32","Erwerbkorr.min32","Beschaeftigt.min32","fai.min32","Einkommenkorr.min32","Berechn_Nettobedarf.min32","Berechn_NettobedarfohneIZU.min32","Abgeloest.min32","Abgeloest.anderes.min32","Berechn_Brutto.min32","Weitereeink.min32","EFB.min32","Kosten.min32","Gesundheitskosten.min32","Einkommen.min31","Erwerbkorr.min31","Beschaeftigt.min31","fai.min31","Einkommenkorr.min31","Berechn_Nettobedarf.min31","Berechn_NettobedarfohneIZU.min31","Abgeloest.min31","Abgeloest.anderes.min31","Berechn_Brutto.min31","Weitereeink.min31","EFB.min31","Kosten.min31","Gesundheitskosten.min31","Einkommen.min30","Erwerbkorr.min30","Beschaeftigt.min30","fai.min30","Einkommenkorr.min30","Berechn_Nettobedarf.min30","Berechn_NettobedarfohneIZU.min30","Abgeloest.min30","Abgeloest.anderes.min30","Berechn_Brutto.min30","Weitereeink.min30","EFB.min30","Kosten.min30","Gesundheitskosten.min30","Einkommen.min29","Erwerbkorr.min29","Beschaeftigt.min29","fai.min29","Einkommenkorr.min29","Berechn_Nettobedarf.min29","Berechn_NettobedarfohneIZU.min29","Abgeloest.min29","Abgeloest.anderes.min29","Berechn_Brutto.min29","Weitereeink.min29","EFB.min29","Kosten.min29","Gesundheitskosten.min29","Einkommen.min28","Erwerbkorr.min28","Beschaeftigt.min28","fai.min28","Einkommenkorr.min28","Berechn_Nettobedarf.min28","Berechn_NettobedarfohneIZU.min28","Abgeloest.min28","Abgeloest.anderes.min28","Berechn_Brutto.min28","Weitereeink.min28","EFB.min28","Kosten.min28","Gesundheitskosten.min28","Einkommen.min27","Erwerbkorr.min27","Beschaeftigt.min27","fai.min27","Einkommenkorr.min27","Berechn_Nettobedarf.min27","Berechn_NettobedarfohneIZU.min27","Abgeloest.min27","Abgeloest.anderes.min27","Berechn_Brutto.min27","Weitereeink.min27","EFB.min27","Kosten.min27","Gesundheitskosten.min27","Einkommen.min26","Erwerbkorr.min26","Beschaeftigt.min26","fai.min26","Einkommenkorr.min26","Berechn_Nettobedarf.min26","Berechn_NettobedarfohneIZU.min26","Abgeloest.min26","Abgeloest.anderes.min26","Berechn_Brutto.min26","Weitereeink.min26","EFB.min26","Kosten.min26","Gesundheitskosten.min26","Einkommen.min25","Erwerbkorr.min25","Beschaeftigt.min25","fai.min25","Einkommenkorr.min25","Berechn_Nettobedarf.min25","Berechn_NettobedarfohneIZU.min25","Abgeloest.min25","Abgeloest.anderes.min25","Berechn_Brutto.min25","Weitereeink.min25","EFB.min25","Kosten.min25","Gesundheitskosten.min25","Einkommen.min24","Erwerbkorr.min24","Beschaeftigt.min24","fai.min24","Einkommenkorr.min24","Berechn_Nettobedarf.min24","Berechn_NettobedarfohneIZU.min24","Abgeloest.min24","Abgeloest.anderes.min24","Berechn_Brutto.min24","Weitereeink.min24","EFB.min24","Kosten.min24","Gesundheitskosten.min24","Einkommen.min23","Erwerbkorr.min23","Beschaeftigt.min23","fai.min23","Einkommenkorr.min23","Berechn_Nettobedarf.min23","Berechn_NettobedarfohneIZU.min23","Abgeloest.min23","Abgeloest.anderes.min23","Berechn_Brutto.min23","Weitereeink.min23","EFB.min23","Kosten.min23","Gesundheitskosten.min23","Einkommen.min22","Erwerbkorr.min22","Beschaeftigt.min22","fai.min22","Einkommenkorr.min22","Berechn_Nettobedarf.min22","Berechn_NettobedarfohneIZU.min22","Abgeloest.min22","Abgeloest.anderes.min22","Berechn_Brutto.min22","Weitereeink.min22","EFB.min22","Kosten.min22","Gesundheitskosten.min22","Einkommen.min21","Erwerbkorr.min21","Beschaeftigt.min21","fai.min21","Einkommenkorr.min21","Berechn_Nettobedarf.min21","Berechn_NettobedarfohneIZU.min21","Abgeloest.min21","Abgeloest.anderes.min21","Berechn_Brutto.min21","Weitereeink.min21","EFB.min21","Kosten.min21","Gesundheitskosten.min21","Einkommen.min20","Erwerbkorr.min20","Beschaeftigt.min20","fai.min20","Einkommenkorr.min20","Berechn_Nettobedarf.min20","Berechn_NettobedarfohneIZU.min20","Abgeloest.min20","Abgeloest.anderes.min20","Berechn_Brutto.min20","Weitereeink.min20","EFB.min20","Kosten.min20","Gesundheitskosten.min20","Einkommen.min19","Erwerbkorr.min19","Beschaeftigt.min19","fai.min19","Einkommenkorr.min19","Berechn_Nettobedarf.min19","Berechn_NettobedarfohneIZU.min19","Abgeloest.min19","Abgeloest.anderes.min19","Berechn_Brutto.min19","Weitereeink.min19","EFB.min19","Kosten.min19","Gesundheitskosten.min19","Einkommen.min18","Erwerbkorr.min18","Beschaeftigt.min18","fai.min18","Einkommenkorr.min18","Berechn_Nettobedarf.min18","Berechn_NettobedarfohneIZU.min18","Abgeloest.min18","Abgeloest.anderes.min18","Berechn_Brutto.min18","Weitereeink.min18","EFB.min18","Kosten.min18","Gesundheitskosten.min18","Einkommen.min17","Erwerbkorr.min17","Beschaeftigt.min17","fai.min17","Einkommenkorr.min17","Berechn_Nettobedarf.min17","Berechn_NettobedarfohneIZU.min17","Abgeloest.min17","Abgeloest.anderes.min17","Berechn_Brutto.min17","Weitereeink.min17","EFB.min17","Kosten.min17","Gesundheitskosten.min17","Einkommen.min16","Erwerbkorr.min16","Beschaeftigt.min16","fai.min16","Einkommenkorr.min16","Berechn_Nettobedarf.min16","Berechn_NettobedarfohneIZU.min16","Abgeloest.min16","Abgeloest.anderes.min16","Berechn_Brutto.min16","Weitereeink.min16","EFB.min16","Kosten.min16","Gesundheitskosten.min16","Einkommen.min15","Erwerbkorr.min15","Beschaeftigt.min15","fai.min15","Einkommenkorr.min15","Berechn_Nettobedarf.min15","Berechn_NettobedarfohneIZU.min15","Abgeloest.min15","Abgeloest.anderes.min15","Berechn_Brutto.min15","Weitereeink.min15","EFB.min15","Kosten.min15","Gesundheitskosten.min15","Einkommen.min14","Erwerbkorr.min14","Beschaeftigt.min14","fai.min14","Einkommenkorr.min14","Berechn_Nettobedarf.min14","Berechn_NettobedarfohneIZU.min14","Abgeloest.min14","Abgeloest.anderes.min14","Berechn_Brutto.min14","Weitereeink.min14","EFB.min14","Kosten.min14","Gesundheitskosten.min14","Einkommen.min13","Erwerbkorr.min13","Beschaeftigt.min13","fai.min13","Einkommenkorr.min13","Berechn_Nettobedarf.min13","Berechn_NettobedarfohneIZU.min13","Abgeloest.min13","Abgeloest.anderes.min13","Berechn_Brutto.min13","Weitereeink.min13","EFB.min13","Kosten.min13","Gesundheitskosten.min13","Einkommen.min12","Erwerbkorr.min12","Beschaeftigt.min12","fai.min12","Einkommenkorr.min12","Berechn_Nettobedarf.min12","Berechn_NettobedarfohneIZU.min12","Abgeloest.min12","Abgeloest.anderes.min12","Berechn_Brutto.min12","Weitereeink.min12","EFB.min12","Kosten.min12","Gesundheitskosten.min12","Einkommen.min11","Erwerbkorr.min11","Beschaeftigt.min11","fai.min11","Einkommenkorr.min11","Berechn_Nettobedarf.min11","Berechn_NettobedarfohneIZU.min11","Abgeloest.min11","Abgeloest.anderes.min11","Berechn_Brutto.min11","Weitereeink.min11","EFB.min11","Kosten.min11","Gesundheitskosten.min11","Einkommen.min10","Erwerbkorr.min10","Beschaeftigt.min10","fai.min10","Einkommenkorr.min10","Berechn_Nettobedarf.min10","Berechn_NettobedarfohneIZU.min10","Abgeloest.min10","Abgeloest.anderes.min10","Berechn_Brutto.min10","Weitereeink.min10","EFB.min10","Kosten.min10","Gesundheitskosten.min10","Einkommen.min9","Erwerbkorr.min9","Beschaeftigt.min9","fai.min9","Einkommenkorr.min9","Berechn_Nettobedarf.min9","Berechn_NettobedarfohneIZU.min9","Abgeloest.min9","Abgeloest.anderes.min9","Berechn_Brutto.min9","Weitereeink.min9","EFB.min9","Kosten.min9","Gesundheitskosten.min9","Einkommen.min8","Erwerbkorr.min8","Beschaeftigt.min8","fai.min8","Einkommenkorr.min8","Berechn_Nettobedarf.min8","Berechn_NettobedarfohneIZU.min8","Abgeloest.min8","Abgeloest.anderes.min8","Berechn_Brutto.min8","Weitereeink.min8","EFB.min8","Kosten.min8","Gesundheitskosten.min8","Einkommen.min7","Erwerbkorr.min7","Beschaeftigt.min7","fai.min7","Einkommenkorr.min7","Berechn_Nettobedarf.min7","Berechn_NettobedarfohneIZU.min7","Abgeloest.min7","Abgeloest.anderes.min7","Berechn_Brutto.min7","Weitereeink.min7","EFB.min7","Kosten.min7","Gesundheitskosten.min7","Einkommen.min6","Erwerbkorr.min6","Beschaeftigt.min6","fai.min6","Einkommenkorr.min6","Berechn_Nettobedarf.min6","Berechn_NettobedarfohneIZU.min6","Abgeloest.min6","Abgeloest.anderes.min6","Berechn_Brutto.min6","Weitereeink.min6","EFB.min6","Kosten.min6","Gesundheitskosten.min6","Einkommen.min5","Erwerbkorr.min5","Beschaeftigt.min5","fai.min5","Einkommenkorr.min5","Berechn_Nettobedarf.min5","Berechn_NettobedarfohneIZU.min5","Abgeloest.min5","Abgeloest.anderes.min5","Berechn_Brutto.min5","Weitereeink.min5","EFB.min5","Kosten.min5","Gesundheitskosten.min5","Einkommen.min4","Erwerbkorr.min4","Beschaeftigt.min4","fai.min4","Einkommenkorr.min4","Berechn_Nettobedarf.min4","Berechn_NettobedarfohneIZU.min4","Abgeloest.min4","Abgeloest.anderes.min4","Berechn_Brutto.min4","Weitereeink.min4","EFB.min4","Kosten.min4","Gesundheitskosten.min4","Einkommen.min3","Erwerbkorr.min3","Beschaeftigt.min3","fai.min3","Einkommenkorr.min3","Berechn_Nettobedarf.min3","Berechn_NettobedarfohneIZU.min3","Abgeloest.min3","Abgeloest.anderes.min3","Berechn_Brutto.min3","Weitereeink.min3","EFB.min3","Kosten.min3","Gesundheitskosten.min3","Einkommen.min2","Erwerbkorr.min2","Beschaeftigt.min2","fai.min2","Einkommenkorr.min2","Berechn_Nettobedarf.min2","Berechn_NettobedarfohneIZU.min2","Abgeloest.min2","Abgeloest.anderes.min2","Berechn_Brutto.min2","Weitereeink.min2","EFB.min2","Kosten.min2","Gesundheitskosten.min2","Einkommen.min1","Erwerbkorr.min1","Beschaeftigt.min1","fai.min1","Einkommenkorr.min1","Berechn_Nettobedarf.min1","Berechn_NettobedarfohneIZU.min1","Abgeloest.min1","Abgeloest.anderes.min1","Berechn_Brutto.min1","Weitereeink.min1","EFB.min1","Kosten.min1","Gesundheitskosten.min1","Einkommen.min0","Erwerbkorr.min0","Beschaeftigt.min0","fai.min0","Einkommenkorr.min0","Berechn_Nettobedarf.min0","Berechn_NettobedarfohneIZU.min0","Abgeloest.min0","Abgeloest.anderes.min0","Berechn_Brutto.min0","Weitereeink.min0","EFB.min0","Kosten.min0","Gesundheitskosten.min0","Einkommen.mean","Erwerbkorr.mean","Beschaeftigt.mean","fai.mean","Einkommenkorr.mean","Berechn_Nettobedarf.mean","Berechn_NettobedarfohneIZU.mean","Abgeloest.mean","Abgeloest.anderes.mean","Berechn_Brutto.mean","Weitereeink.mean","EFB.mean","Kosten.mean","Gesundheitskosten.mean","Einkommen.mean.12","Erwerbkorr.mean.12","Beschaeftigt.mean.12","fai.mean.12","Einkommenkorr.mean.12","Berechn_Nettobedarf.mean.12","Berechn_NettobedarfohneIZU.mean.12","Abgeloest.mean.12","Abgeloest.anderes.mean.12","Berechn_Brutto.mean.12","Weitereeink.mean.12","EFB.mean.12","Kosten.mean.12","Gesundheitskosten.mean.12","Schweiz","Eritrea","Türkei","Italien","Brasilien","Syrien","Sonstige_Herkunft","Bildungsstand","Abgeschlossene_Ausbildung","Alter","Alleinstehend","Zweipersonenhaushalt","Mehrpersonenhaushalt","Korrespondenzsprache","Bezugsdauer"
1,1,"de","2022-03-21 16:34:44",NA,-Inf,-Inf,-Inf,NA,4,1,4,0,3,-Inf,5,4.75,5,5,5,5,5,NA,4,5,5,4,2022-03-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,879.3,879.3,0,0,879.3,0,0,204.6,0,0,0,77.2727272727273,77.2727272727273,0,2046.76818181818,1974.04090909091,0.0454545454545455,0,2046.76818181818,0,0,2633.23181818182,9.12045454545455,0,0,70,70,0,1762.945,1692.945,0.1,0,1762.945,0,0,463.09,0,0,0,0,0,0,0,100,"100","Universität/Hochschule/Fachhochschule",40,100,0,0,100,1
1,1,"de","2022-03-21 16:34:35",2.33333333333333,1,4,2,2,4,5,4,0,2,2,2,4.25,5,4.33333333333333,4,5,4,4.33333333333333,3.25,2.5,3.66666666666667,3.75,2022-03-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2610.3,2610.3,0,0,2610.3,0,0,204.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2043,2043,0,0,2043,0,0,204.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2427,2327,0,0,2427,0,0,204.6,0,0,0,0,0,0,3166.7,3166.7,0,0,3166.7,0,0,204.6,0,0,0,0,0,0,2327,2327,0,0,2327,0,0,204.6,0,0,0,0,0,0,2861.25,2761.25,0,0,2861.25,0,0,204.6,0,0,0,0,0,0,3094.45,2794.45,0,0,3094.45,0,0,204.6,0,0,0,0,0,0,2861.9,2761.9,0,0,2861.9,0,0,204.6,0,0,0,0,0,0,1927,1827,0,0,1927,0,0,204.6,0,0,0,0,0,0,2394.45,2294.45,0,0,2394.45,0,0,204.6,0,0,0,0,0,0,2394.45,2294.45,0,0,2394.45,0,0,204.6,0,0,0,0,0,0,2494.45,2294.45,0,0,2494.45,0,0,204.6,0,0,0,0,0,0,2394.45,2294.45,0,0,2394.45,0,0,204.6,0,0,0,0,0,0,2410.35,2310.35,0,0,2410.35,0,0,204.6,0,0,0,0,0,0,2328.05,2228.05,0,0,2328.05,0,0,204.6,0,0,0,0,0,0,1338.5,1338.5,0,0,1338.5,0,0,204.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2675.3,2675.3,0,0,2675.3,0,0,204.6,0,0,0,13.6363636363636,13.6363636363636,0,1783.48409090909,1733.48409090909,0.318181818181818,0,1783.48409090909,0,0,2323.84090909091,0,0,0,30,30,0,642.93,632.93,0.7,0,642.93,0,0,180.93,0,0,0,0,0,0,0,100,"100","Berufslehre/-schule",41,100,0,0,100,-11
